id,timestamp,customerFirstName,rewardsMemberId,employeeId,orderPriceTotal
93,2022-09-04 06:27:11.903239,Jannie,41,9,35.96
94,2022-09-04 06:23:32.665861,Mark,89,4,36.96
95,2022-09-04 17:29:34.662175,Luz,93,8,21.97
96,2022-09-04 10:51:09.568671,Default,0,0,35.95
97,2022-09-04 17:42:58.726542,Nora,94,3,18.98
98,2022-09-04 10:47:59.084614,Michael,43,3,8.99
99,2022-09-04 11:03:42.215936,Lillian,54,0,7.99
100,2022-09-04 01:27:45.816891,Gordon,47,0,15.98
101,2022-09-04 12:44:10.278593,Joshua,62,8,27.97
102,2022-09-04 14:57:21.831606,Lee,4,9,33.96
103,2022-09-04 06:45:54.744226,Misty,77,1,27.97
104,2022-09-04 11:54:24.785743,Joan,21,3,7.99
105,2022-09-04 12:21:45.822224,Jean,26,2,15.98
106,2022-09-05 14:34:24.683804,Jean,26,0,34.95
107,2022-09-05 18:27:24.666301,John,82,9,19.98
108,2022-09-05 14:53:01.258877,Rebecca,69,4,28.96
109,2022-09-05 01:01:10.008199,Michael,72,5,39.95
110,2022-09-05 12:56:55.544385,William,57,3,11.98
111,2022-09-05 06:14:17.368135,Norma,60,2,9.99
112,2022-09-05 12:52:54.858109,Wendy,24,4,32.96
113,2022-09-05 21:38:35.153333,Lillian,54,5,37.96
114,2022-09-05 17:39:24.122624,Alfred,68,7,23.97
115,2022-09-05 07:47:17.059475,Irina,98,7,25.97
116,2022-09-05 09:30:40.822671,Kathryn,12,9,13.98
117,2022-09-05 06:27:39.605252,Evan,33,3,19.98
118,2022-09-05 14:27:26.680295,Anita,66,5,26.96
119,2022-09-05 14:40:25.651964,Jonathon,15,1,23.97
120,2022-09-05 13:02:42.114865,Christopher,40,4,13.98
121,2022-09-05 18:40:18.647442,Elizabeth,46,6,33.96
122,2022-09-05 06:14:51.029790,Aurelia,63,6,39.95
123,2022-09-05 04:34:09.018585,Donald,58,1,7.99
124,2022-09-05 01:11:42.717967,Heather,23,2,15.98
125,2022-09-05 07:41:23.627942,Robert,8,7,40.95
126,2022-09-05 21:58:16.331502,Dustin,64,5,27.96
127,2022-09-05 23:35:11.227946,Carol,55,0,13.98
128,2022-09-05 00:08:24.328697,David,38,8,21.97
129,2022-09-05 04:51:07.053224,Allen,14,3,22.97
130,2022-09-05 02:53:51.943783,Jonathon,15,0,26.97
131,2022-09-05 23:28:51.997102,Marsha,91,6,9.99
132,2022-09-05 08:29:34.694887,Anita,66,6,38.95
133,2022-09-05 13:19:30.807353,Elizabeth,46,6,27.96
134,2022-09-05 18:36:56.539289,Jane,52,0,5.99
135,2022-09-05 16:51:09.241018,Default,0,6,21.97
136,2022-09-05 23:10:41.863094,Michael,43,9,25.96
137,2022-09-05 13:34:20.862603,Donald,58,5,16.98
138,2022-09-05 23:39:35.548513,Elizabeth,46,4,26.96
139,2022-09-05 17:02:36.403366,Lee,4,8,26.97
140,2022-09-05 20:43:10.156668,Gordon,47,2,27.96
141,2022-09-05 20:08:53.241765,Joyce,28,6,29.96
142,2022-09-06 14:53:09.441696,Elizabeth,37,2,17.97
143,2022-09-06 06:49:37.110949,Megan,74,8,31.96
144,2022-09-06 19:02:57.115044,Janelle,78,8,13.98
145,2022-09-06 14:05:34.967319,Irene,2,3,25.97
146,2022-09-06 19:53:43.668009,Rochelle,3,6,13.98
147,2022-09-06 12:38:40.098032,Irene,2,2,24.96
148,2022-09-06 00:50:02.941926,Michael,72,4,27.96
149,2022-09-06 19:08:53.861856,Kecia,36,1,7.99
150,2022-09-06 08:49:43.741910,Jannie,41,7,23.97
151,2022-09-06 19:12:39.543434,Barton,6,8,53.94
152,2022-09-06 19:37:57.249620,Chance,44,4,30.96
153,2022-09-06 23:36:59.277274,Talisha,42,1,36.95
154,2022-09-06 04:47:45.247278,Talisha,42,1,32.95
155,2022-09-06 06:34:45.862959,Allen,14,8,33.96
156,2022-09-06 17:09:53.913694,Joyce,83,7,44.95
157,2022-09-06 21:34:38.132420,Robert,8,9,27.96
158,2022-09-06 07:43:17.740070,Charles,30,4,22.97
159,2022-09-06 17:01:06.572114,Mary,86,5,21.97
160,2022-09-06 10:04:03.718630,John,82,2,36.95
161,2022-09-06 04:16:03.061013,Jennifer,61,8,6.99
162,2022-09-06 19:50:00.361749,Sheldon,11,1,21.97
163,2022-09-06 14:46:19.590552,David,7,8,17.98
164,2022-09-06 23:49:57.229851,Linda,85,1,31.95
165,2022-09-06 00:27:08.541909,Christopher,40,4,19.97
166,2022-09-06 17:00:55.085374,Talisha,42,0,22.97
167,2022-09-06 15:56:05.614371,Kathryn,12,7,17.98
168,2022-09-06 02:20:31.449911,Carol,55,8,49.94
169,2022-09-06 11:45:34.029480,Elizabeth,46,9,26.97
170,2022-09-06 02:34:49.631250,William,96,6,12.98
171,2022-09-06 20:15:05.710528,Default,0,0,13.98
172,2022-09-06 17:13:16.672569,Michael,72,3,21.97
173,2022-09-06 13:34:22.652509,Melinda,67,5,8.99
174,2022-09-06 13:29:15.901478,Anita,66,5,15.98
175,2022-09-06 10:07:25.045950,Andrew,13,1,33.96
176,2022-09-06 15:14:23.232125,Corina,79,2,17.98
177,2022-09-06 00:24:13.502023,Jean,26,6,16.98
178,2022-09-06 14:17:29.029228,Talisha,42,8,34.96
179,2022-09-06 12:49:16.595956,Carol,55,1,15.98
180,2022-09-06 22:58:25.035825,Kathleen,71,1,38.96
181,2022-09-06 17:44:47.451873,Joyce,28,1,29.96
182,2022-09-06 17:16:18.722842,Corina,79,3,29.96
183,2022-09-06 03:19:39.394032,Tracey,10,7,36.95
184,2022-09-06 17:39:53.041945,Gordon,47,8,29.96
185,2022-09-06 17:39:49.708971,Mark,89,2,23.97
186,2022-09-06 07:55:41.876459,Thomas,32,5,32.96
187,2022-09-06 01:42:31.540703,Mary,80,5,18.97
188,2022-09-06 08:49:03.760879,Dustin,64,2,22.97
189,2022-09-06 06:32:44.932203,Christina,51,9,26.96
190,2022-09-06 23:10:40.137635,Thomas,32,1,27.96
191,2022-09-06 21:12:33.013449,Joan,21,3,25.97
192,2022-09-06 00:16:24.034265,Heather,23,0,32.96
193,2022-09-06 08:30:17.550573,William,57,5,31.96
194,2022-09-06 09:12:15.899910,Joyce,83,5,27.96
195,2022-09-06 04:39:49.938191,Corina,79,0,9.99
196,2022-09-06 09:43:04.487249,Lillian,54,0,39.95
197,2022-09-06 20:09:35.148004,Stephen,75,3,39.95
198,2022-09-06 13:25:16.023940,Mark,89,2,27.96
199,2022-09-06 19:53:55.159860,Marsha,91,9,11.98
200,2022-09-06 19:25:49.919710,Marsha,91,9,5.99
201,2022-09-06 07:27:17.742445,Mary,86,6,17.98
202,2022-09-06 23:50:40.071211,Vicenta,45,6,6.99
203,2022-09-06 04:36:14.156988,David,38,5,12.98
204,2022-09-06 13:19:30.715729,Luz,93,1,31.96
205,2022-09-06 23:10:00.238049,Ricky,95,9,20.97
206,2022-09-06 18:15:05.048533,Kecia,36,0,37.95
207,2022-09-06 12:11:09.591498,Nora,94,6,22.97
208,2022-09-06 01:02:38.266104,Michael,43,6,32.96
209,2022-09-06 03:06:48.934569,Mark,89,3,28.97
210,2022-09-06 00:01:50.030253,Talisha,42,6,6.99
211,2022-09-06 13:47:08.390099,Corina,79,1,33.95
212,2022-09-06 22:31:38.520793,Wayne,34,1,25.97
213,2022-09-06 15:16:48.971693,Mark,89,9,9.99
214,2022-09-06 13:38:47.603490,Diana,19,8,8.99
215,2022-09-06 07:09:51.485551,Mary,86,0,31.96
216,2022-09-06 19:17:46.327563,Corina,79,9,15.98
217,2022-09-06 22:57:01.140782,Joshua,49,5,40.95
218,2022-09-06 10:21:14.440949,Joshua,49,7,20.97
219,2022-09-06 14:57:10.623472,Norman,88,2,46.95
220,2022-09-06 01:39:15.104177,Robert,8,5,31.96
221,2022-09-06 12:56:51.218152,Mark,89,7,31.96
222,2022-09-06 14:44:09.839688,Rochelle,3,8,27.96
223,2022-09-06 14:45:59.377313,Joan,21,4,30.96
224,2022-09-06 02:09:51.309310,Evan,33,7,32.95
225,2022-09-06 00:33:23.347772,Chance,44,0,34.96
226,2022-09-06 04:04:59.244260,James,22,9,7.99
227,2022-09-06 11:05:58.906904,Wendy,24,2,25.97
228,2022-09-06 13:41:00.715179,Lee,4,8,25.96
229,2022-09-06 09:08:23.265743,Janelle,78,4,20.97
230,2022-09-06 15:24:41.526702,Joseph,20,6,33.95
231,2022-09-06 01:40:28.279143,Vera,56,9,11.98
232,2022-09-06 18:16:01.212810,Anita,66,0,28.96
233,2022-09-06 01:16:30.709436,Mary,86,4,53.94
234,2022-09-06 09:18:23.814467,Sheldon,11,0,31.95
235,2022-09-06 00:08:53.769508,Donald,58,9,11.98
236,2022-09-06 06:46:16.008638,Elizabeth,46,8,22.97
237,2022-09-06 20:24:40.055478,Mary,86,0,27.97
238,2022-09-06 04:06:27.190751,Kelly,73,6,23.97
239,2022-09-06 13:18:30.892018,Rochelle,3,1,44.95
240,2022-09-06 04:41:21.589816,Andrew,13,7,6.99
241,2022-09-06 02:53:43.763802,Mary,86,3,21.97
242,2022-09-06 10:40:33.123137,Eugene,50,7,19.97
243,2022-09-06 03:43:52.277038,Anita,66,1,23.97
244,2022-09-06 20:26:27.292531,Joshua,62,6,33.96
245,2022-09-06 04:59:32.966375,William,96,8,17.97
246,2022-09-06 20:17:25.016924,Norma,60,3,16.98
247,2022-09-06 15:22:52.147755,Shelli,81,3,31.96
248,2022-09-06 20:13:09.186691,Conrad,99,3,29.96
249,2022-09-06 01:04:07.510135,Wynell,90,8,43.94
250,2022-09-06 21:46:12.936481,Mary,80,2,14.98
251,2022-09-06 12:02:03.834654,Elizabeth,37,5,18.98
252,2022-09-06 04:37:43.292194,Thomas,32,3,5.99
253,2022-09-06 13:38:50.774030,Carol,55,7,20.97
254,2022-09-06 04:20:03.342685,Brenda,25,3,24.97
255,2022-09-06 16:15:20.242798,Eugene,50,0,21.97
256,2022-09-06 11:01:43.176189,Dustin,64,1,20.97
257,2022-09-06 06:21:24.792582,Vera,56,2,13.98
258,2022-09-06 01:53:10.827210,Norman,88,4,14.98
259,2022-09-06 21:28:59.043151,Allen,14,2,23.97
260,2022-09-06 02:28:35.731014,Elizabeth,46,5,22.97
261,2022-09-06 16:26:06.207367,Kathryn,12,8,24.97
262,2022-09-06 17:37:43.863969,Heather,23,2,26.97
263,2022-09-06 18:51:26.771356,Corina,79,9,40.95
264,2022-09-06 10:21:50.084766,Louis,76,5,15.98
265,2022-09-06 04:21:56.553503,Joshua,62,3,30.96
266,2022-09-06 20:51:09.252967,Susan,92,8,5.99
267,2022-09-06 15:17:16.038344,Kathleen,71,8,11.98
268,2022-09-06 19:47:40.877447,Rochelle,3,5,34.95
269,2022-09-06 04:41:53.372857,Pearlie,84,1,15.98
270,2022-09-06 21:49:24.954427,Corina,79,7,27.96
271,2022-09-06 09:33:50.394148,Jennifer,61,2,35.96
272,2022-09-06 07:40:31.096799,Irene,2,7,7.99
273,2022-09-06 18:12:37.132244,Jannie,41,5,35.96
274,2022-09-06 17:01:22.869093,Kathryn,12,2,7.99
275,2022-09-06 00:16:51.243395,Stephen,75,4,15.98
276,2022-09-06 07:52:47.034464,Jonathon,15,1,13.98
277,2022-09-06 06:53:39.618569,Elizabeth,46,4,32.96
278,2022-09-06 13:18:45.591536,Thomas,32,3,25.97
279,2022-09-06 09:01:19.885872,Ricky,95,5,22.97
280,2022-09-06 05:46:10.236261,Conrad,99,0,43.95
281,2022-09-06 05:19:11.885568,Rebecca,69,1,15.98
282,2022-09-06 13:50:04.231086,Michael,72,2,15.98
283,2022-09-06 01:39:58.921674,Nora,94,1,11.98
284,2022-09-06 17:52:13.790147,Wm,27,1,24.97
285,2022-09-06 04:30:30.917937,Sheldon,11,8,38.95
286,2022-09-06 02:24:22.054956,Kathleen,71,4,23.97
287,2022-09-06 19:15:21.491697,William,96,7,20.97
288,2022-09-06 12:19:23.522711,Evan,33,3,39.95
289,2022-09-06 21:49:49.978670,Barton,6,3,22.97
290,2022-09-06 02:17:13.128612,Yvette,16,4,57.94
291,2022-09-06 05:47:11.912436,Carol,55,4,11.98
292,2022-09-06 18:43:47.670077,Agnes,17,7,29.96
293,2022-09-06 08:39:16.058726,Craig,31,9,6.99
294,2022-09-06 13:17:41.927365,Kelly,73,5,6.99
295,2022-09-06 18:39:02.084227,Robert,8,8,34.95
296,2022-09-06 14:14:31.364736,Rochelle,3,0,35.96
297,2022-09-06 06:57:39.257067,Corina,79,9,21.97
298,2022-09-06 02:40:41.766128,Megan,74,2,23.97
299,2022-09-06 18:55:30.890992,Judith,53,5,8.99
300,2022-09-06 04:08:48.119133,Brenda,25,8,37.95
301,2022-09-06 07:11:02.361123,Christopher,40,8,41.95
302,2022-09-06 22:41:03.550725,Michael,72,7,25.97
303,2022-09-06 01:33:49.754470,Brenda,25,8,39.95
304,2022-09-06 18:23:11.939190,Joyce,83,0,42.95
305,2022-09-06 06:48:32.057171,Wynell,90,1,29.96
306,2022-09-06 16:39:03.030160,David,38,0,21.97
307,2022-09-06 08:39:58.608928,Joshua,62,2,23.97
308,2022-09-06 14:02:25.290819,Anita,66,4,29.96
309,2022-09-06 21:00:24.353050,Sunny,70,1,17.98
310,2022-09-06 20:41:53.010061,Norman,88,4,23.97
311,2022-09-06 22:09:05.094144,Wm,27,6,17.97
312,2022-09-06 21:44:44.529220,Wayne,34,3,33.95
313,2022-09-06 10:09:20.613408,Joyce,83,2,41.95
314,2022-09-06 05:25:02.185812,Misty,77,0,20.97
315,2022-09-06 09:48:19.978403,Christopher,40,9,43.94
316,2022-09-06 22:37:40.046903,Joan,21,6,43.95
317,2022-09-06 08:06:34.124765,Andrew,13,0,29.96
318,2022-09-06 20:51:16.658620,Lee,4,5,9.99
319,2022-09-06 23:30:39.453909,Eugene,50,8,7.99
320,2022-09-07 09:49:40.689141,Sunny,70,7,20.97
321,2022-09-07 09:18:32.837483,Michael,72,3,30.96
322,2022-09-07 06:45:31.072519,Evan,33,5,37.96
323,2022-09-07 07:05:08.855277,Robert,8,4,11.98
324,2022-09-07 20:17:19.853893,Agnes,17,3,6.99
325,2022-09-07 16:02:51.447409,Mary,86,6,31.96
326,2022-09-07 19:00:06.215680,Heather,23,1,21.97
327,2022-09-07 12:24:25.815525,Judith,53,8,17.98
328,2022-09-07 10:10:48.885987,Diana,19,7,9.99
329,2022-09-07 20:32:29.664344,Brenda,25,8,19.97
330,2022-09-07 08:05:26.901723,Barton,6,6,22.97
331,2022-09-07 07:02:34.375965,Marsha,91,7,21.97
332,2022-09-07 00:23:50.636453,Vera,56,3,23.97
333,2022-09-07 00:41:39.737095,Mary,86,3,13.98
334,2022-09-07 17:02:44.454554,Evan,33,7,9.99
335,2022-09-07 16:11:34.926446,Yvette,16,6,18.98
336,2022-09-07 01:54:00.028656,Conrad,99,5,15.98
337,2022-09-07 20:35:14.949866,Kathryn,12,4,25.97
338,2022-09-07 13:06:52.939312,William,96,2,27.96
339,2022-09-07 20:20:56.972951,Nora,94,2,31.96
340,2022-09-07 15:26:02.336290,Jannie,41,6,27.96
341,2022-09-07 17:54:47.224652,Gordon,47,3,18.97
342,2022-09-07 15:10:52.634325,Elizabeth,37,5,36.96
343,2022-09-07 16:20:02.636854,Agnes,17,6,5.99
344,2022-09-07 16:56:49.986680,Diana,19,8,27.96
345,2022-09-07 01:02:29.351996,Charles,39,6,44.95
346,2022-09-08 09:01:06.510991,Wayne,34,9,7.99
347,2022-09-08 06:09:39.599358,William,65,3,25.96
348,2022-09-08 14:03:44.747730,Barton,6,8,28.96
349,2022-09-08 10:59:54.953834,Barton,6,8,32.96
350,2022-09-08 14:19:55.656018,Dustin,64,6,22.97
351,2022-09-08 12:59:49.191239,Sunny,70,6,23.97
352,2022-09-08 14:39:12.338792,Thomas,32,9,13.98
353,2022-09-08 14:47:59.167652,Evan,33,9,28.96
354,2022-09-08 11:11:48.455241,Joyce,83,4,15.98
355,2022-09-08 19:05:16.419954,Jannie,41,5,13.98
356,2022-09-08 23:33:30.252876,Mary,86,1,25.97
357,2022-09-08 06:31:18.626249,Christopher,40,0,33.96
358,2022-09-08 06:37:16.674180,Michael,43,4,41.95
359,2022-09-08 19:58:43.933854,Wendy,24,5,19.97
360,2022-09-08 00:25:18.822516,Norma,60,1,28.96
361,2022-09-08 20:21:25.566276,Rochelle,3,2,27.96
362,2022-09-08 02:32:10.348582,Suzanne,35,5,24.96
363,2022-09-08 13:22:51.133414,Sheldon,11,3,26.97
364,2022-09-08 17:47:17.905570,Conrad,99,7,26.97
365,2022-09-08 05:38:08.560079,Rebecca,69,3,27.96
366,2022-09-08 00:55:45.541361,Michael,72,1,6.99
367,2022-09-08 20:42:02.309255,Corina,79,6,5.99
368,2022-09-08 05:54:35.585218,William,96,4,32.96
369,2022-09-08 04:49:55.485990,Mark,89,9,23.97
370,2022-09-08 05:12:28.302472,William,57,4,36.96
371,2022-09-08 17:13:36.252802,Yvette,16,9,24.97
372,2022-09-08 20:41:07.413944,Robert,8,6,43.95
373,2022-09-08 03:44:20.301405,Melinda,67,5,15.98
374,2022-09-08 08:23:25.838841,Craig,31,2,39.95
375,2022-09-08 20:32:08.417849,Linda,85,2,17.98
376,2022-09-08 01:06:47.314717,Craig,31,2,13.98
377,2022-09-08 11:45:05.550632,Gordon,47,6,12.98
378,2022-09-08 12:06:34.634901,Lee,4,6,36.95
379,2022-09-08 00:29:31.217103,Vicenta,45,0,22.97
380,2022-09-08 07:29:08.807715,Susan,92,7,7.99
381,2022-09-08 06:12:51.483805,Rebecca,69,1,23.97
382,2022-09-08 17:17:21.358241,Agnes,17,7,30.96
383,2022-09-08 23:06:56.192126,Default,0,9,31.96
384,2022-09-08 12:33:05.789119,Conrad,99,5,28.96
385,2022-09-08 14:14:21.561332,Talisha,42,0,31.96
386,2022-09-08 21:33:48.615914,Barton,6,1,5.99
387,2022-09-08 20:27:48.424742,Joseph,20,0,12.98
388,2022-09-08 17:30:23.185478,Katherine,9,9,37.96
389,2022-09-08 17:48:50.582148,Conrad,99,3,8.99
390,2022-09-08 03:24:47.579978,Donald,58,2,22.97
391,2022-09-08 21:00:02.186777,Jean,26,3,15.98
392,2022-09-08 08:45:15.922794,Joyce,28,9,11.98
393,2022-09-08 13:53:40.153040,Gordon,47,8,6.99
394,2022-09-08 00:22:34.334731,Queenie,48,0,31.96
395,2022-09-08 19:37:33.742919,Sunny,70,7,5.99
396,2022-09-09 14:44:35.402111,Susan,92,4,26.97
397,2022-09-09 01:26:59.737785,Thomas,18,6,15.98
398,2022-09-09 13:11:17.475454,Wayne,34,5,16.98
399,2022-09-09 03:35:29.474575,William,96,8,8.99
400,2022-09-09 00:26:06.203306,Agnes,17,7,23.97
401,2022-09-09 15:06:20.215895,Suzanne,35,4,47.94
402,2022-09-09 05:41:10.024624,Kathleen,71,3,35.96
403,2022-09-09 19:03:26.622391,Charles,30,7,55.94
404,2022-09-09 02:09:49.934435,Gordon,47,4,6.99
405,2022-09-09 19:06:28.809000,Joshua,49,0,7.99
406,2022-09-09 20:24:23.059031,Melinda,67,4,47.94
407,2022-09-09 08:00:30.974460,Misty,77,7,7.99
408,2022-09-09 23:12:37.488630,Jane,59,6,23.97
409,2022-09-09 08:26:18.264043,Kathryn,12,3,45.94
410,2022-09-09 16:55:31.926574,David,38,5,22.97
411,2022-09-09 18:51:01.783855,Jonathon,15,4,21.97
412,2022-09-09 15:01:01.589059,Mark,89,5,31.96
413,2022-09-09 17:54:46.511747,Rebecca,69,6,20.97
414,2022-09-09 05:38:08.801071,Mary,86,1,17.98
415,2022-09-09 04:57:00.468404,Conrad,99,2,55.94
416,2022-09-09 15:47:23.287754,Jennifer,61,1,17.97
417,2022-09-09 01:09:53.538095,Conrad,99,7,30.96
418,2022-09-09 21:15:11.386057,Mary,80,6,15.98
419,2022-09-09 03:05:30.648102,Tracey,10,3,21.97
420,2022-09-09 03:32:59.053788,Misty,77,1,25.97
421,2022-09-09 07:03:17.491228,Misty,77,6,33.95
422,2022-09-09 16:31:42.403233,Pearlie,84,8,11.98
423,2022-09-09 12:45:54.176825,Pearlie,84,0,35.95
424,2022-09-09 19:22:44.226748,Susan,92,6,13.98
425,2022-09-09 23:37:54.381149,Irina,98,5,13.98
426,2022-09-09 16:20:47.253750,Queenie,48,5,5.99
427,2022-09-09 01:43:26.411140,Michael,72,2,29.97
428,2022-09-09 13:52:30.849803,Andrew,13,1,9.99
429,2022-09-09 10:00:59.698276,Joshua,62,7,25.97
430,2022-09-09 11:22:07.592992,Judith,53,4,29.96
431,2022-09-09 04:03:12.920667,Suzanne,35,6,28.97
432,2022-09-09 03:35:39.234534,Mary,86,0,14.98
433,2022-09-09 17:58:40.111852,William,29,8,27.97
434,2022-09-09 00:38:35.950525,Jean,26,0,11.98
435,2022-09-09 11:48:31.841765,Corina,79,7,30.96
436,2022-09-09 03:46:09.388480,Joyce,28,9,40.95
437,2022-09-10 20:20:26.808414,Louis,76,4,15.98
438,2022-09-10 19:36:12.273316,Robert,8,6,13.98
439,2022-09-10 02:16:07.076532,Naomi,87,8,31.96
440,2022-09-10 00:11:43.195176,Jannie,41,8,25.97
441,2022-09-10 10:44:59.394417,David,38,5,21.97
442,2022-09-10 22:14:57.237721,Joshua,62,6,8.99
443,2022-09-10 11:47:59.030697,Kecia,36,6,17.98
444,2022-09-10 05:29:44.975486,Lillian,54,1,43.95
445,2022-09-10 18:46:50.816623,Talisha,42,4,40.95
446,2022-09-10 19:35:01.456698,Joyce,83,8,31.96
447,2022-09-10 11:18:04.366449,Kathleen,71,6,15.98
448,2022-09-10 18:59:22.908536,Misty,77,4,39.95
449,2022-09-10 08:47:35.025291,Louis,76,5,22.97
450,2022-09-10 20:41:18.472386,Gordon,47,6,31.950000000000003
451,2022-09-10 11:58:21.639609,Elizabeth,37,6,31.96
452,2022-09-10 07:53:05.094932,Elizabeth,46,1,23.97
453,2022-09-10 18:28:37.713731,Jane,52,6,32.96
454,2022-09-10 04:10:26.676009,William,29,7,19.97
